X,Y,UNION,JURISDICCI,CAPITAL,FUENTE,XCOORD,YCOORD
4290724.5000284053,6433252.9994665189,-2147483648,CORDOBA,CORDOBA,IGN,4290724.500028,6433252.999467
4290680.0000284137,6433541.9994666809,-2147483648,CORDOBA,CORDOBA,IGN,4290680.000028,6433541.999467
4290568.0000284268,6433665.9994667489,-2147483648,CORDOBA,CORDOBA,IGN,4290568.000028,6433665.999467
4290396.5000284445,6433633.9994667377,-2147483648,CORDOBA,CORDOBA,IGN,4290396.500028,6433633.999467
4290330.5000284538,6433722.9994667852,-2147483648,CORDOBA,CORDOBA,IGN,4290330.500028,6433722.999467
4290138.5000284724,6433762.9994668122,-2147483648,CORDOBA,CORDOBA,IGN,4290138.500028,6433762.999467
4289771.0000285096,6434260.4994670982,-2147483648,CORDOBA,CORDOBA,IGN,4289771.000029,6434260.499467
4289535.0000285329,6434580.9994672844,-2147483648,CORDOBA,CORDOBA,IGN,4289535.000029,6434580.999467
4289518.5000285329,6434843.4994674297,-2147483648,CORDOBA,CORDOBA,IGN,4289518.500029,6434843.499467
4289498.5000285292,6435568.9994678451,-2147483648,CORDOBA,CORDOBA,IGN,4289498.500029,6435568.999468
4289666.5000284994,6435727.9994679336,-2147483648,CORDOBA,CORDOBA,IGN,4289666.500028,6435727.999468
4289710.500028491,6436101.4994681394,-2147483648,CORDOBA,CORDOBA,IGN,4289710.500028,6436101.499468
4289883.5000284649,6436396.4994683107,-2147483648,CORDOBA,CORDOBA,IGN,4289883.500028,6436396.499468
4289931.5000284538,6436624.4994684346,-2147483648,CORDOBA,CORDOBA,IGN,4289931.500028,6436624.499468
4289862.0000284677,6436849.4994685641,-2147483648,CORDOBA,CORDOBA,IGN,4289862.000028,6436849.499469
4289665.5000284817,6437061.9994686898,-2147483648,CORDOBA,CORDOBA,IGN,4289665.500028,6437061.999469
4289662.0000284817,6437506.4994689431,-2147483648,CORDOBA,CORDOBA,IGN,4289662.000028,6437506.499469
4289772.5000284584,6437781.9994690958,-2147483648,CORDOBA,CORDOBA,IGN,4289772.500028,6437781.999469
4290030.0000284305,6437979.499469202,-2147483648,CORDOBA,CORDOBA,IGN,4290030.000028,6437979.499469
4290080.5000284147,6438125.9994692821,-2147483648,CORDOBA,CORDOBA,IGN,4290080.500028,6438125.999469
4289942.0000284314,6438539.9994695205,-2147483648,CORDOBA,CORDOBA,IGN,4289942.000028,6438539.999470
4289967.5000284212,6438921.4994697347,-2147483648,CORDOBA,CORDOBA,IGN,4289967.500028,6438921.499470
4290150.0000283923,6439198.9994698884,-2147483648,CORDOBA,CORDOBA,IGN,4290150.000028,6439198.999470
4290163.5000283886,6439371.99946999,-2147483648,CORDOBA,CORDOBA,IGN,4290163.500028,6439371.999470
4290062.0000283979,6439432.499470029,-2147483648,CORDOBA,CORDOBA,IGN,4290062.000028,6439432.499470
4289701.5000284472,6439349.9994699853,-2147483648,CORDOBA,CORDOBA,IGN,4289701.500028,6439349.999470
4289582.0000284631,6439400.9994700113,-2147483648,CORDOBA,CORDOBA,IGN,4289582.000028,6439400.999470
4289624.5000284584,6439501.9994700653,-2147483648,CORDOBA,CORDOBA,IGN,4289624.500028,6439501.999470
4289796.0000284351,6439533.9994700877,-2147483648,CORDOBA,CORDOBA,IGN,4289796.000028,6439533.999470
4289828.5000284314,6439679.9994701669,-2147483648,CORDOBA,CORDOBA,IGN,4289828.500028,6439679.999470
4289842.5000284286,6439825.4994702525,-2147483648,CORDOBA,CORDOBA,IGN,4289842.500028,6439825.499470
4289732.5000284398,6439858.9994702712,-2147483648,CORDOBA,CORDOBA,IGN,4289732.500028,6439858.999470
4289617.0000284519,6439810.4994702414,-2147483648,CORDOBA,CORDOBA,IGN,4289617.000028,6439810.499470
4289479.0000284631,6439842.4994702665,-2147483648,CORDOBA,CORDOBA,IGN,4289479.000028,6439842.499470
4289444.5000284677,6440095.9994704062,-2147483648,CORDOBA,CORDOBA,IGN,4289444.500028,6440095.999470
4289347.5000284771,6440328.9994705385,-2147483648,CORDOBA,CORDOBA,IGN,4289347.500028,6440328.999471
4289360.5000284771,6440501.9994706437,-2147483648,CORDOBA,CORDOBA,IGN,4289360.500028,6440501.999471
4289263.0000284817,6440753.4994707853,-2147483648,CORDOBA,CORDOBA,IGN,4289263.000028,6440753.499471
4289470.0000284482,6441130.9994709995,-2147483648,CORDOBA,CORDOBA,IGN,4289470.000028,6441130.999471
4289510.5000284426,6441313.9994711,-2147483648,CORDOBA,CORDOBA,IGN,4289510.500028,6441313.999471
4289432.0000284472,6441520.4994712127,-2147483648,CORDOBA,CORDOBA,IGN,4289432.000028,6441520.499471
4289195.500028478,6441867.4994714148,-2147483648,CORDOBA,CORDOBA,IGN,4289195.500028,6441867.499471
4289042.0000284864,6442498.4994717799,-2147483648,CORDOBA,CORDOBA,IGN,4289042.000028,6442498.499472
4289024.0000284836,6442806.4994719541,-2147483648,CORDOBA,CORDOBA,IGN,4289024.000028,6442806.499472
4289250.0000284491,6443175.99947216,-2147483648,CORDOBA,CORDOBA,IGN,4289250.000028,6443175.999472
4289262.0000284463,6443384.9994722717,-2147483648,CORDOBA,CORDOBA,IGN,4289262.000028,6443384.999472
4289192.5000284417,6443927.4994725864,-2147483648,CORDOBA,CORDOBA,IGN,4289192.500028,6443927.499473
4289069.5000284584,6444114.4994726898,-2147483648,CORDOBA,CORDOBA,IGN,4289069.500028,6444114.499473
4288842.0000284836,6444126.4994727084,-2147483648,CORDOBA,CORDOBA,IGN,4288842.000028,6444126.499473
4288458.5000285301,6444224.4994727699,-2147483648,CORDOBA,CORDOBA,IGN,4288458.500029,6444224.499473
4288326.5000285394,6444402.4994728686,-2147483648,CORDOBA,CORDOBA,IGN,4288326.500029,6444402.499473
4288284.5000285432,6444600.9994729776,-2147483648,CORDOBA,CORDOBA,IGN,4288284.500029,6444600.999473
4288436.0000285255,6444704.9994730353,-2147483648,CORDOBA,CORDOBA,IGN,4288436.000029,6444704.999473
4288798.5000284817,6444714.9994730391,-2147483648,CORDOBA,CORDOBA,IGN,4288798.500028,6444714.999473
4288950.000028464,6444809.9994730875,-2147483648,CORDOBA,CORDOBA,IGN,4288950.000028,6444809.999473
4288972.5000284575,6444992.4994731983,-2147483648,CORDOBA,CORDOBA,IGN,4288972.500028,6444992.499473
4288655.5000284864,6445282.99947337,-2147483648,CORDOBA,CORDOBA,IGN,4288655.500028,6445282.999473
4288534.0000284985,6445415.4994734442,-2147483648,CORDOBA,CORDOBA,IGN,4288534.000028,6445415.499473
4288595.5000284966,6445489.9994734805,-2147483648,CORDOBA,CORDOBA,IGN,4288595.500028,6445489.999473
4288794.5000284677,6445513.4994734954,-2147483648,CORDOBA,CORDOBA,IGN,4288794.500028,6445513.499473
4288910.000028451,6445607.4994735401,-2147483648,CORDOBA,CORDOBA,IGN,4288910.000028,6445607.499474
4288906.5000284482,6445725.4994736081,-2147483648,CORDOBA,CORDOBA,IGN,4288906.500028,6445725.499474
4288757.0000284649,6445884.4994737078,-2147483648,CORDOBA,CORDOBA,IGN,4288757.000028,6445884.499474
4288751.0000284649,6446102.4994738325,-2147483648,CORDOBA,CORDOBA,IGN,4288751.000028,6446102.499474
4288508.000028492,6446358.4994739797,-2147483648,CORDOBA,CORDOBA,IGN,4288508.000028,6446358.499474
4288430.5000284957,6446846.4994742516,-2147483648,CORDOBA,CORDOBA,IGN,4288430.500028,6446846.499474
4288281.0000285078,6447014.99947436,-2147483648,CORDOBA,CORDOBA,IGN,4288281.000029,6447014.999474
4288234.5000285115,6447376.4994745571,-2147483648,CORDOBA,CORDOBA,IGN,4288234.500029,6447376.499475
4288103.0000285283,6447526.9994746456,-2147483648,CORDOBA,CORDOBA,IGN,4288103.000029,6447526.999475
4288076.5000285273,6447834.9994748197,-2147483648,CORDOBA,CORDOBA,IGN,4288076.500029,6447834.999475
4287991.5000285329,6447950.4994748915,-2147483648,CORDOBA,CORDOBA,IGN,4287991.500029,6447950.499475
4287739.0000285637,6447897.9994748626,-2147483648,CORDOBA,CORDOBA,IGN,4287739.000029,6447897.999475
4287509.5000285879,6447991.4994749203,-2147483648,CORDOBA,CORDOBA,IGN,4287509.500029,6447991.499475
4287274.0000286177,6447966.9994749101,-2147483648,CORDOBA,CORDOBA,IGN,4287274.000029,6447966.999475
4287130.5000286316,6447950.9994749064,-2147483648,CORDOBA,CORDOBA,IGN,4287130.500029,6447950.999475
4286918.5000286512,6448356.4994751401,-2147483648,CORDOBA,CORDOBA,IGN,4286918.500029,6448356.499475
4286738.5000286754,6448632.4994752938,-2147483648,CORDOBA,CORDOBA,IGN,4286738.500029,6448632.499475
4286731.5000286717,6448877.4994754335,-2147483648,CORDOBA,CORDOBA,IGN,4286731.500029,6448877.499475
4286629.0000286754,6448974.4994754912,-2147483648,CORDOBA,CORDOBA,IGN,4286629.000029,6448974.499475
4286461.5000286978,6449123.9994755788,-2147483648,CORDOBA,CORDOBA,IGN,4286461.500029,6449123.999476
4286158.5000287313,6449260.9994756617,-2147483648,CORDOBA,CORDOBA,IGN,4286158.500029,6449260.999476
4285985.5000287518,6449273.99947567,-2147483648,CORDOBA,CORDOBA,IGN,4285985.500029,6449273.999476
4285901.5000287564,6449353.4994757231,-2147483648,CORDOBA,CORDOBA,IGN,4285901.500029,6449353.499476
4285651.0000287844,6449555.4994758423,-2147483648,CORDOBA,CORDOBA,IGN,4285651.000029,6449555.499476
4285421.0000288133,6449666.9994759,-2147483648,CORDOBA,CORDOBA,IGN,4285421.000029,6449666.999476
4285244.5000288328,6449737.4994759485,-2147483648,CORDOBA,CORDOBA,IGN,4285244.500029,6449737.499476
4285008.500028858,6449818.9994760044,-2147483648,CORDOBA,CORDOBA,IGN,4285008.500029,6449818.999476
4284923.0000288635,6449952.4994760742,-2147483648,CORDOBA,CORDOBA,IGN,4284923.000029,6449952.499476
4284745.5000288906,6450128.9994761748,-2147483648,CORDOBA,CORDOBA,IGN,4284745.500029,6450128.999476
4284605.5000288961,6450270.4994762596,-2147483648,CORDOBA,CORDOBA,IGN,4284605.500029,6450270.499476
4284408.5000289259,6450320.4994762922,-2147483648,CORDOBA,CORDOBA,IGN,4284408.500029,6450320.499476
4284133.000028953,6450548.4994764319,-2147483648,CORDOBA,CORDOBA,IGN,4284133.000029,6450548.499476
4284076.5000289558,6450765.4994765557,-2147483648,CORDOBA,CORDOBA,IGN,4284076.500029,6450765.499477
4283839.0000289818,6450842.9994766004,-2147483648,CORDOBA,CORDOBA,IGN,4283839.000029,6450842.999477
4283566.0000290088,6450986.9994766824,-2147483648,CORDOBA,CORDOBA,IGN,4283566.000029,6450986.999477
4283354.5000290321,6451333.9994768901,-2147483648,CORDOBA,CORDOBA,IGN,4283354.500029,6451333.999477
4283166.0000290554,6451446.4994769599,-2147483648,CORDOBA,CORDOBA,IGN,4283166.000029,6451446.499477
4282573.5000291187,6451581.4994770447,-2147483648,CORDOBA,CORDOBA,IGN,4282573.500029,6451581.499477
4282451.0000291346,6451762.9994771453,-2147483648,CORDOBA,CORDOBA,IGN,4282451.000029,6451762.999477
4282528.0000291197,6452017.4994772943,-2147483648,CORDOBA,CORDOBA,IGN,4282528.000029,6452017.499477
4282188.5000291495,6452731.4994777031,-2147483648,CORDOBA,CORDOBA,IGN,4282188.500029,6452731.499478
4281946.5000291737,6452959.9994778391,-2147483648,CORDOBA,CORDOBA,IGN,4281946.500029,6452959.999478
4281351.5000292435,6453195.9994779825,-2147483648,CORDOBA,CORDOBA,IGN,4281351.500029,6453195.999478
4280331.5000293506,6453587.9994782228,-2147483648,CORDOBA,CORDOBA,IGN,4280331.500029,6453587.999478
4279295.5000294698,6453945.9994784445,-2147483648,CORDOBA,CORDOBA,IGN,4279295.500029,6453945.999478
4278749.0000295322,6454233.9994786168,-2147483648,CORDOBA,CORDOBA,IGN,4278749.000030,6454233.999479
4272978.5000301506,6456740.4994801367,-2147483648,CORDOBA,CORDOBA,IGN,4272978.500030,6456740.499480
4271233.8412085697,6457551.4945603777,-2147483648,CORDOBA,CORDOBA,IGN,4271233.841209,6457551.494560
4270893.5000303732,6457543.9994806331,-2147483648,CORDOBA,CORDOBA,IGN,4270893.500030,6457543.999481
4260177.0000314647,6462577.4994836906,-2147483648,CORDOBA,CORDOBA,IGN,4260177.000031,6462577.499484
4249396.0000324789,6468188.9994871113,-2147483648,CORDOBA,CORDOBA,IGN,4249396.000032,6468188.999487
4240421.0000333264,6469018.4994877595,-2147483648,CORDOBA,CORDOBA,IGN,4240421.000033,6469018.499488
4237185.000033618,6469241.4994879486,-2147483648,CORDOBA,CORDOBA,IGN,4237185.000034,6469241.499488
4236816.0000335099,6478256.9994931379,-2147483648,CORDOBA,CORDOBA,IGN,4236816.000034,6478256.999493
4236132.5000331523,6503811.4995079031,-2147483648,CORDOBA,CORDOBA,IGN,4236132.500033,6503811.499508
4235662.5000329651,6517675.4995159777,-2147483648,CORDOBA,CORDOBA,IGN,4235662.500033,6517675.499516
4235178.500032777,6531877.4995242888,-2147483648,CORDOBA,CORDOBA,IGN,4235178.500033,6531877.499524
4234837.0000325795,6545958.9995325664,-2147483648,CORDOBA,CORDOBA,IGN,4234837.000033,6545958.999533
4234245.000032329,6564568.4995435681,-2147483648,CORDOBA,CORDOBA,IGN,4234245.000032,6564568.499544
4235882.9279658021,6567707.3614143208,-2147483648,CORDOBA,CORDOBA,IGN,4235882.927966,6567707.361414
4250224.500030403,6595875.9995618947,-2147483648,CORDOBA,CORDOBA,IGN,4250224.500030,6595875.999562
4261503.5000289539,6618951.4995755609,-2147483648,CORDOBA,CORDOBA,IGN,4261503.500029,6618951.499576
4265339.0000284566,6626673.9995801635,-2147483648,CORDOBA,CORDOBA,IGN,4265339.000028,6626673.999580
4266075.5000281483,6642602.9995898148,-2147483648,CORDOBA,CORDOBA,IGN,4266075.500028,6642602.999590
4267107.0000276808,6667458.9996049795,-2147483648,CORDOBA,CORDOBA,IGN,4267107.000028,6667458.999605
4269282.0000274619,6667319.9996048575,-2147483648,CORDOBA,CORDOBA,IGN,4269282.000027,6667319.999605
4270744.5000273092,6667657.9996050401,-2147483648,CORDOBA,CORDOBA,IGN,4270744.500027,6667657.999605
4271597.5000272254,6667854.9996051462,-2147483648,CORDOBA,CORDOBA,IGN,4271597.500027,6667854.999605
4273060.0000270689,6668192.4996053269,-2147483648,CORDOBA,CORDOBA,IGN,4273060.000027,6668192.499605
4273913.0000269767,6668389.4996054368,-2147483648,CORDOBA,CORDOBA,IGN,4273913.000027,6668389.499605
4275375.500026824,6668727.4996056193,-2147483648,CORDOBA,CORDOBA,IGN,4275375.500027,6668727.499606
4276228.5000267299,6668923.9996057283,-2147483648,CORDOBA,CORDOBA,IGN,4276228.500027,6668923.999606
4277690.5000265734,6669261.4996059127,-2147483648,CORDOBA,CORDOBA,IGN,4277690.500027,6669261.499606
4278544.000026484,6669458.4996060105,-2147483648,CORDOBA,CORDOBA,IGN,4278544.000026,6669458.499606
4280006.0000263173,6669796.4996061996,-2147483648,CORDOBA,CORDOBA,IGN,4280006.000026,6669796.499606
4280859.5000262307,6669993.4996063104,-2147483648,CORDOBA,CORDOBA,IGN,4280859.500026,6669993.499606
4282321.0000260677,6670330.9996064948,-2147483648,CORDOBA,CORDOBA,IGN,4282321.000026,6670330.999606
4283174.0000259737,6670527.9996066,-2147483648,CORDOBA,CORDOBA,IGN,4283174.000026,6670527.999607
4284637.0000258172,6670865.4996067816,-2147483648,CORDOBA,CORDOBA,IGN,4284637.000026,6670865.499607
4284881.0000257855,6670921.99960682,-2147483648,CORDOBA,CORDOBA,IGN,4284881.000026,6670921.999607
4285246.5000257473,6671006.499606858,-2147483648,CORDOBA,CORDOBA,IGN,4285246.500026,6671006.499607
4285489.5000257222,6671062.9996068925,-2147483648,CORDOBA,CORDOBA,IGN,4285489.500026,6671062.999607
4286951.5000255592,6671400.499607075,-2147483648,CORDOBA,CORDOBA,IGN,4286951.500026,6671400.499607
4287196.000025535,6671456.9996071057,-2147483648,CORDOBA,CORDOBA,IGN,4287196.000026,6671456.999607
4287561.5000254931,6671540.99960716,-2147483648,CORDOBA,CORDOBA,IGN,4287561.500025,6671540.999607
4287805.000025467,6671597.4996071821,-2147483648,CORDOBA,CORDOBA,IGN,4287805.000025,6671597.499607
4289267.5000253078,6671934.99960737,-2147483648,CORDOBA,CORDOBA,IGN,4289267.500025,6671934.999607
4289511.0000252752,6671991.499607401,-2147483648,CORDOBA,CORDOBA,IGN,4289511.000025,6671991.499607
4289876.5000252379,6672075.4996074503,-2147483648,CORDOBA,CORDOBA,IGN,4289876.500025,6672075.499607
4290120.0000252053,6672131.9996074764,-2147483648,CORDOBA,CORDOBA,IGN,4290120.000025,6672131.999607
4291582.0000250423,6672469.4996076608,-2147483648,CORDOBA,CORDOBA,IGN,4291582.000025,6672469.499608
4291826.5000250135,6672525.4996076925,-2147483648,CORDOBA,CORDOBA,IGN,4291826.500025,6672525.499608
4292192.0000249743,6672610.4996077428,-2147483648,CORDOBA,CORDOBA,IGN,4292192.000025,6672610.499608
4292435.5000249511,6672666.9996077754,-2147483648,CORDOBA,CORDOBA,IGN,4292435.500025,6672666.999608
4293898.0000247862,6673004.4996079607,-2147483648,CORDOBA,CORDOBA,IGN,4293898.000025,6673004.499608
4294141.0000247601,6673059.99960798,-2147483648,CORDOBA,CORDOBA,IGN,4294141.000025,6673059.999608
4294430.5000247285,6673127.4996080259,-2147483648,CORDOBA,CORDOBA,IGN,4294430.500025,6673127.499608
4294671.0000246987,6673350.9996081553,-2147483648,CORDOBA,CORDOBA,IGN,4294671.000025,6673350.999608
4295768.0000245655,6674374.99960877,-2147483648,CORDOBA,CORDOBA,IGN,4295768.000025,6674374.999609
4295950.5000245385,6674545.4996088725,-2147483648,CORDOBA,CORDOBA,IGN,4295950.500025,6674545.499609
4296224.500024504,6674801.499609028,-2147483648,CORDOBA,CORDOBA,IGN,4296224.500025,6674801.499609
4296408.0000244873,6674971.9996091276,-2147483648,CORDOBA,CORDOBA,IGN,4296408.000024,6674971.999609
4297504.5000243466,6675995.9996097432,-2147483648,CORDOBA,CORDOBA,IGN,4297504.500024,6675995.999610
4298144.500024274,6676593.4996101065,-2147483648,CORDOBA,CORDOBA,IGN,4298144.500024,6676593.499610
4299241.5000241343,6677616.9996107165,-2147483648,CORDOBA,CORDOBA,IGN,4299241.500024,6677616.999611
4299882.0000240561,6678213.99961108,-2147483648,CORDOBA,CORDOBA,IGN,4299882.000024,6678213.999611
4302181.5714625614,6680082.4029262662,-2147483648,CORDOBA,CORDOBA,IGN,4302181.571463,6680082.402926
4303393.0000236239,6681594.4996131118,-2147483648,CORDOBA,CORDOBA,IGN,4303393.000024,6681594.499613
4303613.5000235941,6681793.9996132329,-2147483648,CORDOBA,CORDOBA,IGN,4303613.500024,6681793.999613
4303865.5000235662,6681994.4996133531,-2147483648,CORDOBA,CORDOBA,IGN,4303865.500024,6681994.499613
4304124.5000235373,6682220.9996134797,-2147483648,CORDOBA,CORDOBA,IGN,4304124.500024,6682220.999613
4305096.000023419,6683102.9996140134,-2147483648,CORDOBA,CORDOBA,IGN,4305096.000023,6683102.999614
4305509.000023366,6683503.9996142611,-2147483648,CORDOBA,CORDOBA,IGN,4305509.000023,6683503.999614
4306729.0000232123,6684688.9996149726,-2147483648,CORDOBA,CORDOBA,IGN,4306729.000023,6684688.999615
4307015.5000231788,6684958.9996151365,-2147483648,CORDOBA,CORDOBA,IGN,4307015.500023,6684958.999615
4308217.500023026,6686135.4996158406,-2147483648,CORDOBA,CORDOBA,IGN,4308217.500023,6686135.499616
4308496.0000229906,6686405.4996160092,-2147483648,CORDOBA,CORDOBA,IGN,4308496.000023,6686405.499616
4308773.500022958,6686675.9996161675,-2147483648,CORDOBA,CORDOBA,IGN,4308773.500023,6686675.999616
4309789.0000228323,6687662.4996167691,-2147483648,CORDOBA,CORDOBA,IGN,4309789.000023,6687662.499617
4309993.5000228081,6687860.4996168865,-2147483648,CORDOBA,CORDOBA,IGN,4309993.500023,6687860.499617
4310262.5000227755,6688121.4996170467,-2147483648,CORDOBA,CORDOBA,IGN,4310262.500023,6688121.499617
4311483.00002262,6689305.9996177554,-2147483648,CORDOBA,CORDOBA,IGN,4311483.000023,6689305.999618
4311761.5000225864,6689575.9996179249,-2147483648,CORDOBA,CORDOBA,IGN,4311761.500023,6689575.999618
4312039.0000225529,6689845.9996180888,-2147483648,CORDOBA,CORDOBA,IGN,4312039.000023,6689845.999618
4313116.5000224151,6690890.9996187184,-2147483648,CORDOBA,CORDOBA,IGN,4313116.500022,6690890.999619
4313394.0000223843,6691160.9996188767,-2147483648,CORDOBA,CORDOBA,IGN,4313394.000022,6691160.999619
4313673.0000223443,6691430.4996190472,-2147483648,CORDOBA,CORDOBA,IGN,4313673.000022,6691430.499619
4314749.5000222111,6692475.4996196749,-2147483648,CORDOBA,CORDOBA,IGN,4314749.500022,6692475.499620
4315027.5000221804,6692745.4996198388,-2147483648,CORDOBA,CORDOBA,IGN,4315027.500022,6692745.499620
4315223.0000221571,6693041.9996200241,-2147483648,CORDOBA,CORDOBA,IGN,4315223.000022,6693041.999620
4314957.5000221627,6694519.4996209405,-2147483648,CORDOBA,CORDOBA,IGN,4314957.500022,6694519.499621
4314889.0000221711,6694900.4996211734,-2147483648,CORDOBA,CORDOBA,IGN,4314889.000022,6694900.499621
4314820.5000221729,6695281.9996214071,-2147483648,CORDOBA,CORDOBA,IGN,4314820.500022,6695281.999621
4314555.5000221888,6696758.9996223236,-2147483648,CORDOBA,CORDOBA,IGN,4314555.500022,6696758.999622
4314487.5000221888,6697140.4996225648,-2147483648,CORDOBA,CORDOBA,IGN,4314487.500022,6697140.499623
4314419.0000221916,6697521.9996228023,-2147483648,CORDOBA,CORDOBA,IGN,4314419.000022,6697521.999623
4314154.0000222055,6698998.4996237224,-2147483648,CORDOBA,CORDOBA,IGN,4314154.000022,6698998.499624
4314085.5000222046,6699380.499623959,-2147483648,CORDOBA,CORDOBA,IGN,4314085.500022,6699380.499624
4314017.0000222102,6699761.9996241927,-2147483648,CORDOBA,CORDOBA,IGN,4314017.000022,6699761.999624
4313752.0000222195,6701238.4996251194,-2147483648,CORDOBA,CORDOBA,IGN,4313752.000022,6701238.499625
4313683.5000222204,6701619.9996253522,-2147483648,CORDOBA,CORDOBA,IGN,4313683.500022,6701619.999625
4313615.0000222232,6702001.9996255953,-2147483648,CORDOBA,CORDOBA,IGN,4313615.000022,6702001.999626
4313350.5000222372,6703478.4996265071,-2147483648,CORDOBA,CORDOBA,IGN,4313350.500022,6703478.499627
4313281.5000222437,6703859.99962675,-2147483648,CORDOBA,CORDOBA,IGN,4313281.500022,6703859.999627
4313213.0000222465,6704241.99962698,-2147483648,CORDOBA,CORDOBA,IGN,4313213.000022,6704241.999627
4313114.5000222493,6704794.4996273331,-2147483648,CORDOBA,CORDOBA,IGN,4313114.500022,6704794.499627
4312945.5000222577,6705717.9996279031,-2147483648,CORDOBA,CORDOBA,IGN,4312945.500022,6705717.999628
4312876.0000222577,6706099.4996281452,-2147483648,CORDOBA,CORDOBA,IGN,4312876.000022,6706099.499628
4312806.5000222633,6706480.9996283809,-2147483648,CORDOBA,CORDOBA,IGN,4312806.500022,6706480.999628
4312537.0000222782,6707956.4996292982,-2147483648,CORDOBA,CORDOBA,IGN,4312537.000022,6707956.499629
4312468.000022281,6708337.99962955,-2147483648,CORDOBA,CORDOBA,IGN,4312468.000022,6708337.999630
4312399.0000222847,6708719.4996297825,-2147483648,CORDOBA,CORDOBA,IGN,4312399.000022,6708719.499630
4312129.5000222977,6710195.4996307045,-2147483648,CORDOBA,CORDOBA,IGN,4312129.500022,6710195.499631
4312059.5000222977,6710576.9996309383,-2147483648,CORDOBA,CORDOBA,IGN,4312059.500022,6710576.999631
4311990.5000223015,6710958.499631173,-2147483648,CORDOBA,CORDOBA,IGN,4311990.500022,6710958.499631
4311721.0000223164,6712434.4996320987,-2147483648,CORDOBA,CORDOBA,IGN,4311721.000022,6712434.499632
4311652.0000223182,6712815.9996323353,-2147483648,CORDOBA,CORDOBA,IGN,4311652.000022,6712815.999632
4311582.5000223229,6713196.9996325746,-2147483648,CORDOBA,CORDOBA,IGN,4311582.500022,6713196.999633
4311313.5000223275,6714673.4996334957,-2147483648,CORDOBA,CORDOBA,IGN,4311313.500022,6714673.499633
4311244.000022334,6715054.4996337425,-2147483648,CORDOBA,CORDOBA,IGN,4311244.000022,6715054.499634
4311175.0000223387,6715435.9996339725,-2147483648,CORDOBA,CORDOBA,IGN,4311175.000022,6715435.999634
4310905.5000223508,6716911.9996348955,-2147483648,CORDOBA,CORDOBA,IGN,4310905.500022,6716911.999635
4310836.0000223545,6717293.4996351395,-2147483648,CORDOBA,CORDOBA,IGN,4310836.000022,6717293.499635
4310767.0000223583,6717674.9996353816,-2147483648,CORDOBA,CORDOBA,IGN,4310767.000022,6717674.999635
4310497.5000223685,6719150.9996363027,-2147483648,CORDOBA,CORDOBA,IGN,4310497.500022,6719150.999636
4310428.0000223704,6719532.4996365421,-2147483648,CORDOBA,CORDOBA,IGN,4310428.000022,6719532.499637
4310358.500022376,6719913.9996367805,-2147483648,CORDOBA,CORDOBA,IGN,4310358.500022,6719913.999637
4310090.000022389,6721389.9996377071,-2147483648,CORDOBA,CORDOBA,IGN,4310090.000022,6721389.999638
4310020.5000223937,6721771.4996379418,-2147483648,CORDOBA,CORDOBA,IGN,4310020.500022,6721771.499638
4309950.5000223955,6722152.499638184,-2147483648,CORDOBA,CORDOBA,IGN,4309950.500022,6722152.499638
4309681.5000224011,6723628.9996391032,-2147483648,CORDOBA,CORDOBA,IGN,4309681.500022,6723628.999639
4309612.0000224086,6724010.4996393435,-2147483648,CORDOBA,CORDOBA,IGN,4309612.000022,6724010.499639
4309543.0000224058,6724390.9996395819,-2147483648,CORDOBA,CORDOBA,IGN,4309543.000022,6724390.999640
4309310.5000224188,6725665.4996403875,-2147483648,CORDOBA,CORDOBA,IGN,4309310.500022,6725665.499640
4309248.0000224179,6726066.4996406399,-2147483648,CORDOBA,CORDOBA,IGN,4309248.000022,6726066.499641
4309418.0000224039,6726292.9996407768,-2147483648,CORDOBA,CORDOBA,IGN,4309418.000022,6726292.999641
4309609.5000223788,6726350.9996408094,-2147483648,CORDOBA,CORDOBA,IGN,4309609.500022,6726350.999641
4311047.5000222148,6726781.4996410627,-2147483648,CORDOBA,CORDOBA,IGN,4311047.500022,6726781.499641
4311239.0000221953,6726838.4996410934,-2147483648,CORDOBA,CORDOBA,IGN,4311239.000022,6726838.499641
4311598.0000221469,6726945.9996411512,-2147483648,CORDOBA,CORDOBA,IGN,4311598.000022,6726945.999641
4311790.0000221329,6727003.4996411903,-2147483648,CORDOBA,CORDOBA,IGN,4311790.000022,6727003.499641
4313227.5000219624,6727434.499641438,-2147483648,CORDOBA,CORDOBA,IGN,4313227.500022,6727434.499641
4313418.500021941,6727491.9996414725,-2147483648,CORDOBA,CORDOBA,IGN,4313418.500022,6727491.999641
4313778.0000219028,6727599.4996415386,-2147483648,CORDOBA,CORDOBA,IGN,4313778.000022,6727599.499642
4313970.0000218786,6727656.4996415731,-2147483648,CORDOBA,CORDOBA,IGN,4313970.000022,6727656.499642
4315407.0000217166,6728087.4996418254,-2147483648,CORDOBA,CORDOBA,IGN,4315407.000022,6728087.499642
4315599.0000216942,6728144.4996418515,-2147483648,CORDOBA,CORDOBA,IGN,4315599.000022,6728144.499642
4315958.0000216532,6728252.4996419111,-2147483648,CORDOBA,CORDOBA,IGN,4315958.000022,6728252.499642
4316149.5000216309,6728309.99964195,-2147483648,CORDOBA,CORDOBA,IGN,4316149.500022,6728309.999642
4317587.000021467,6728740.4996422064,-2147483648,CORDOBA,CORDOBA,IGN,4317587.000021,6728740.499642
